Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"1,125.76200","-1.48520","-0.00870"
"1,125.86200","-1.48520","-0.00872"
"1,125.96200","-1.48520","-0.00870"
"1,126.06200","-1.48520","-0.00862"
"1,126.16200","-1.48520","-0.00859"
"1,126.26200","-1.48520","-0.00871"
"1,126.36200","-1.48520","-0.00869"
"1,126.46200","-1.48520","-0.00872"
"1,126.56200","-1.48520","-0.00862"
"1,126.66200","-1.48520","-0.00865"
"1,126.76200","-1.48520","-0.00875"
"1,126.86200","-1.48520","-0.00877"
"1,126.96200","-1.48520","-0.00871"
"1,127.06200","-1.48520","-0.00861"
"1,127.16200","-1.48520","-0.00864"
"1,127.26200","-1.48520","-0.00863"
"1,127.36200","-1.48520","-0.00866"
"1,127.46200","-1.48520","-0.00867"
"1,127.56200","-1.48520","-0.00864"
"1,127.66200","-1.48520","-0.00867"
"1,127.76200","-1.48520","-0.00865"
"1,127.86200","-1.48520","-0.00867"
"1,127.96200","-1.48520","-0.00863"
"1,128.06200","-1.48520","-0.00867"
"1,128.16200","-1.48520","-0.00869"
"1,128.26200","-1.48520","-0.00868"
"1,128.36200","-1.48520","-0.00870"
"1,128.46200","-1.48520","-0.00859"
"1,128.56200","-1.48520","-0.00864"
"1,128.66200","-1.48520","-0.00873"
"1,128.76200","-1.48520","-0.00868"
"1,128.86200","-1.48520","-0.00861"
"1,128.96200","-1.48520","-0.00861"
"1,129.06200","-1.48520","-0.00867"
"1,129.16200","-1.48520","-0.00869"
"1,129.26200","-1.48520","-0.00865"
"1,129.36200","-1.48520","-0.00865"
"1,129.46200","-1.48520","-0.00873"
"1,129.56200","-1.48520","-0.00865"
"1,129.66200","-1.48520","-0.00867"
"1,129.76200","-1.48520","-0.00855"
"1,129.86200","-1.48520","-0.00861"
"1,129.96200","-1.48520","-0.00862"
"1,130.06200","-1.48520","-0.00865"
"1,130.16200","-1.48520","-0.00860"
"1,130.26200","-1.48520","-0.00864"
"1,130.36200","-1.48520","-0.00861"
"1,130.46200","-1.48520","-0.00852"
"1,130.56200","-1.48520","-0.00862"
"1,130.66200","-1.48520","-0.00867"
"1,130.76200","-1.48520","-0.00869"
"1,130.86200","-1.48520","-0.00856"
"1,130.96200","-1.48520","-0.00856"
"1,131.06200","-1.48520","-0.00864"
"1,131.16200","-1.48520","-0.00858"
"1,131.26200","-1.48520","-0.00863"
"1,131.36200","-1.48520","-0.00858"
"1,131.46200","-1.48520","-0.00862"
"1,131.56200","-1.48520","-0.00866"
"1,131.66200","-1.48520","-0.00868"
"1,131.76200","-1.48520","-0.00861"
"1,131.86200","-1.48520","-0.00862"
"1,131.96200","-1.48520","-0.00866"
"1,132.06200","-1.48520","-0.00868"
"1,132.16200","-1.48520","-0.00863"
"1,132.26200","-1.48520","-0.00866"
"1,132.36200","-1.48520","-0.00869"
"1,132.46200","-1.48520","-0.00865"
"1,132.56200","-1.48520","-0.00867"
"1,132.66200","-1.48520","-0.00861"
"1,132.76200","-1.48520","-0.00862"
"1,132.86200","-1.48520","-0.00864"
"1,132.96200","-1.48520","-0.00865"
"1,133.06200","-1.48520","-0.00869"
"1,133.16200","-1.48520","-0.00862"
"1,133.26200","-1.48520","-0.00860"
"1,133.36200","-1.48520","-0.00865"
"1,133.46200","-1.48520","-0.00868"
"1,133.56200","-1.48520","-0.00870"
"1,133.66200","-1.48520","-0.00847"
"1,133.76200","-1.48520","-0.00854"
"1,133.86200","-1.48520","-0.00861"
"1,133.96200","-1.48520","-0.00867"
"1,134.06200","-1.48520","-0.00854"
"1,134.16200","-1.48520","-0.00853"
"1,134.26200","-1.48520","-0.00853"
"1,134.36200","-1.48520","-0.00857"
"1,134.46200","-1.48520","-0.00850"
"1,134.56200","-1.48520","-0.00847"
"1,134.66200","-1.48520","-0.00858"
"1,134.76200","-1.48520","-0.00863"
"1,134.86200","-1.48520","-0.00856"
"1,134.96200","-1.48520","-0.00854"
"1,135.06200","-1.48520","-0.00856"
"1,135.16200","-1.48520","-0.00854"
"1,135.26200","-1.48520","-0.00856"
"1,135.36200","-1.48520","-0.00859"
"1,135.46200","-1.48520","-0.00854"
"1,135.56200","-1.48520","-0.00847"
"1,135.66200","-1.48520","-0.00847"
"1,135.76200","-1.48520","-0.00852"
"1,135.86200","-1.48520","-0.00858"
"1,135.96200","-1.48520","-0.00851"
"1,136.06200","-1.48520","-0.00852"
"1,136.16200","-1.48520","-0.00851"
"1,136.26200","-1.48520","-0.00864"
"1,136.36200","-1.48520","-0.00863"
"1,136.46200","-1.48520","-0.00858"
"1,136.56200","-1.48520","-0.00856"
"1,136.66200","-1.48520","-0.00871"
"1,136.76200","-1.48520","-0.00860"
"1,136.86200","-1.48520","-0.00856"
"1,136.96200","-1.48520","-0.00853"
"1,137.06200","-1.48520","-0.00848"
"1,137.16200","-1.48520","-0.00858"
"1,137.26200","-1.48520","-0.00855"
"1,137.36200","-1.48520","-0.00852"
"1,137.46200","-1.48520","-0.00862"
"1,137.56200","-1.48520","-0.00854"
"1,137.66200","-1.48520","-0.00855"
"1,137.76200","-1.48520","-0.00859"
"1,137.86200","-1.48520","-0.00860"
"1,137.96200","-1.48520","-0.00847"
"1,138.06200","-1.48520","-0.00856"
"1,138.16200","-1.48520","-0.00853"
"1,138.26200","-1.48520","-0.00858"
"1,138.36200","-1.48520","-0.00855"
"1,138.46200","-1.48520","-0.00846"
"1,138.56200","-1.48520","-0.00863"
"1,138.66200","-1.48520","-0.00858"
"1,138.76200","-1.48520","-0.00861"
"1,138.86200","-1.48520","-0.00850"
"1,138.96200","-1.48520","-0.00852"
"1,139.06200","-1.48520","-0.00856"
"1,139.16200","-1.48520","-0.00868"
"1,139.26200","-1.48520","-0.00859"
"1,139.36200","-1.48520","-0.00852"
"1,139.46200","-1.48520","-0.00861"
"1,139.56200","-1.48520","-0.00865"
"1,139.66200","-1.48520","-0.00858"
"1,139.76200","-1.48520","-0.00856"
"1,139.86200","-1.48520","-0.00857"
"1,139.96200","-1.48520","-0.00853"
"1,140.06200","-1.48520","-0.00861"
"1,140.16200","-1.48520","-0.00864"
"1,140.26200","-1.48520","-0.00855"
"1,140.36200","-1.48520","-0.00860"
"1,140.46200","-1.48520","-0.00855"
"1,140.56200","-1.48520","-0.00873"
"1,140.66200","-1.48520","-0.00855"
"1,140.76200","-1.48520","-0.00854"
"1,140.86200","-1.48520","-0.00850"
"1,140.96200","-1.48520","-0.00853"
"1,141.06200","-1.48520","-0.00854"
"1,141.16200","-1.48520","-0.00853"
"1,141.26200","-1.48520","-0.00860"
"1,141.36200","-1.48520","-0.00853"
"1,141.46200","-1.48520","-0.00852"
"1,141.56200","-1.48520","-0.00854"
"1,141.66200","-1.48520","-0.00842"
"1,141.76200","-1.48520","-0.00842"
"1,141.86200","-1.48520","-0.00848"
"1,141.96200","-1.48520","-0.00867"
"1,142.06200","-1.48520","-0.00849"
"1,142.16200","-1.48520","-0.00849"
"1,142.26200","-1.48520","-0.00852"
"1,142.36200","-1.48520","-0.00853"
"1,142.46200","-1.48520","-0.00853"
"1,142.56200","-1.48520","-0.00855"
"1,142.66200","-1.48520","-0.00856"
"1,142.76200","-1.48520","-0.00848"
"1,142.86200","-1.48520","-0.00853"
"1,142.96200","-1.48520","-0.00859"
"1,143.06200","-1.48520","-0.00855"
"1,143.16200","-1.48520","-0.00846"
"1,143.26200","-1.48520","-0.00852"
"1,143.36200","-1.48520","-0.00857"
"1,143.46200","-1.48520","-0.00855"
"1,143.56200","-1.48520","-0.00857"
"1,143.66200","-1.48520","-0.00855"
"1,143.76200","-1.48520","-0.00856"
"1,143.86200","-1.48520","-0.00858"
"1,143.96200","-1.48520","-0.00849"
"1,144.06200","-1.48520","-0.00853"
"1,144.16200","-1.48520","-0.00848"
"1,144.26200","-1.48520","-0.00855"
"1,144.36200","-1.48520","-0.00853"
"1,144.46200","-1.48520","-0.00855"
"1,144.56200","-1.48520","-0.00851"
"1,144.66200","-1.48520","-0.00857"
"1,144.76200","-1.48520","-0.00864"
"1,144.86200","-1.48520","-0.00848"
"1,144.96200","-1.48520","-0.00853"
"1,145.06200","-1.48520","-0.00849"
"1,145.16200","-1.48520","-0.00863"
"1,145.26200","-1.48520","-0.00856"
"1,145.36200","-1.48520","-0.00858"
"1,145.46200","-1.48520","-0.00846"
"1,145.56200","-1.48520","-0.00854"
"1,145.66200","-1.48520","-0.00852"
"1,145.76200","-1.48520","-0.00860"
"1,145.86200","-1.48520","-0.00857"
"1,145.96200","-1.48520","-0.00857"
"1,146.06200","-1.48520","-0.00856"
"1,146.16200","-1.48520","-0.00854"
"1,146.26200","-1.48520","-0.00848"
"1,146.36200","-1.48520","-0.00848"
"1,146.46200","-1.48520","-0.00852"
"1,146.56200","-1.48520","-0.00847"
"1,146.66200","-1.48520","-0.00857"
"1,146.76200","-1.48520","-0.00859"
"1,146.86200","-1.48520","-0.00850"
"1,146.96200","-1.48520","-0.00844"
"1,147.06200","-1.48520","-0.00850"
"1,147.16200","-1.48520","-0.00857"
"1,147.26200","-1.48520","-0.00847"
"1,147.36200","-1.48520","-0.00849"
"1,147.46200","-1.48520","-0.00845"
"1,147.56200","-1.48520","-0.00857"
"1,147.66200","-1.48520","-0.00857"
"1,147.76200","-1.48520","-0.00856"
"1,147.86200","-1.48520","-0.00839"
"1,147.96200","-1.48520","-0.00846"
"1,148.06200","-1.48520","-0.00861"
"1,148.16200","-1.48520","-0.00852"
"1,148.26200","-1.48520","-0.00846"
"1,148.36200","-1.48520","-0.00851"
"1,148.46200","-1.48520","-0.00848"
"1,148.56200","-1.48520","-0.00856"
"1,148.66200","-1.48520","-0.00848"
"1,148.76200","-1.48520","-0.00846"
"1,148.86200","-1.48520","-0.00840"
"1,148.96200","-1.48520","-0.00853"
"1,149.06200","-1.48520","-0.00846"
"1,149.16200","-1.48520","-0.00857"
"1,149.26200","-1.48520","-0.00855"
"1,149.36200","-1.48520","-0.00844"
"1,149.46200","-1.48520","-0.00842"
"1,149.56200","-1.48520","-0.00858"
"1,149.66200","-1.48520","-0.00859"
"1,149.76200","-1.48520","-0.00842"
"1,149.86200","-1.48520","-0.00848"
"1,149.96200","-1.48520","-0.00852"
"1,150.06200","-1.48520","-0.00854"
"1,150.16200","-1.48520","-0.00832"
"1,150.26200","-1.48520","-0.00841"
"1,150.36200","-1.48520","-0.00853"
"1,150.46200","-1.48520","-0.00858"
"1,150.56200","-1.48520","-0.00859"
"1,150.66200","-1.48520","-0.00848"
"1,150.76200","-1.48520","-0.00849"
"1,150.86200","-1.48520","-0.00842"
"1,150.96200","-1.48520","-0.00857"
"1,151.06200","-1.48520","-0.00849"
"1,151.16200","-1.48520","-0.00845"
"1,151.26200","-1.48520","-0.00853"
"1,151.36200","-1.48520","-0.00849"
"1,151.46200","-1.48520","-0.00855"
"1,151.56200","-1.48520","-0.00849"
"1,151.66200","-1.48520","-0.00852"
"1,151.76200","-1.48520","-0.00854"
"1,151.86200","-1.48520","-0.00849"
"1,151.96200","-1.48520","-0.00848"
"1,152.06200","-1.48520","-0.00836"
"1,152.16200","-1.48520","-0.00834"
"1,152.26200","-1.48520","-0.00841"
"1,152.36200","-1.48520","-0.00862"
"1,152.46200","-1.48520","-0.00852"
"1,152.56200","-1.48520","-0.00838"
"1,152.66200","-1.48520","-0.00841"
"1,152.76200","-1.48520","-0.00842"
"1,152.86200","-1.48520","-0.00838"
"1,152.96200","-1.48520","-0.00841"
"1,153.06200","-1.48520","-0.00834"
"1,153.16200","-1.48520","-0.00841"
"1,153.26200","-1.48520","-0.00848"
"1,153.36200","-1.48520","-0.00842"
"1,153.46200","-1.48520","-0.00843"
"1,153.56200","-1.48520","-0.00833"
"1,153.66200","-1.48520","-0.00841"
"1,153.76200","-1.48520","-0.00842"
"1,153.86200","-1.48520","-0.00849"
"1,153.96200","-1.48520","-0.00838"
"1,154.06200","-1.48520","-0.00832"
"1,154.16200","-1.48520","-0.00840"
"1,154.26200","-1.48520","-0.00841"
"1,154.36200","-1.48520","-0.00839"
"1,154.46200","-1.48520","-0.00834"
"1,154.56200","-1.48520","-0.00845"
"1,154.66200","-1.48520","-0.00847"
"1,154.76200","-1.48520","-0.00854"
"1,154.86200","-1.48520","-0.00843"
"1,154.96200","-1.48520","-0.00833"
"1,155.06200","-1.48520","-0.00841"
"1,155.16200","-1.48520","-0.00860"
"1,155.26200","-1.48520","-0.00852"
"1,155.36200","-1.48520","-0.00837"
"1,155.46200","-1.48520","-0.00842"
"1,155.56200","-1.48520","-0.00843"
"1,155.66200","-1.48520","-0.00861"
"1,155.76200","-1.48520","-0.00849"
"1,155.86200","-1.48520","-0.00848"
"1,155.96200","-1.48520","-0.00837"
"1,156.06200","-1.48520","-0.00841"
"1,156.16200","-1.48520","-0.00844"
"1,156.26200","-1.48520","-0.00841"
"1,156.36200","-1.48520","-0.00850"
"1,156.46200","-1.48520","-0.00841"
"1,156.56200","-1.48520","-0.00849"
"1,156.66200","-1.48520","-0.00846"
"1,156.76200","-1.48520","-0.00837"
"1,156.86200","-1.48520","-0.00834"
"1,156.96200","-1.48520","-0.00846"
"1,157.06200","-1.48520","-0.00837"
"1,157.16200","-1.48520","-0.00845"
"1,157.26200","-1.48520","-0.00837"
"1,157.36200","-1.48520","-0.00837"
"1,157.46200","-1.48520","-0.00845"
"1,157.56200","-1.48520","-0.00850"
"1,157.66200","-1.48520","-0.00854"
"1,157.76200","-1.48520","-0.00837"
"1,157.86200","-1.48520","-0.00840"
"1,157.96200","-1.48520","-0.00834"
"1,158.06200","-1.48520","-0.00842"
"1,158.16200","-1.48520","-0.00844"
"1,158.26200","-1.48520","-0.00843"
"1,158.36200","-1.48520","-0.00844"
"1,158.46200","-1.48520","-0.00849"
"1,158.56200","-1.48520","-0.00849"
"1,158.66200","-1.48520","-0.00842"
"1,158.76200","-1.48520","-0.00838"
"1,158.86200","-1.48520","-0.00848"
"1,158.96200","-1.48520","-0.00853"
"1,159.06200","-1.48520","-0.00847"
"1,159.16200","-1.48520","-0.00839"
"1,159.26200","-1.48520","-0.00845"
"1,159.36200","-1.48520","-0.00841"
"1,159.46200","-1.48520","-0.00853"
"1,159.56200","-1.48520","-0.00838"
"1,159.66200","-1.48520","-0.00845"
"1,159.76200","-1.48520","-0.00833"
"1,159.86200","-1.48520","-0.00844"
"1,159.96200","-1.48520","-0.00833"
"1,160.06200","-1.48520","-0.00841"
"1,160.16200","-1.48520","-0.00835"
"1,160.26200","-1.48520","-0.00839"
"1,160.36200","-1.48520","-0.00853"
"1,160.46200","-1.48520","-0.00845"
"1,160.56200","-1.48520","-0.00840"
"1,160.66200","-1.48520","-0.00836"
"1,160.76200","-1.48520","-0.00839"
"1,160.86200","-1.48520","-0.00837"
"1,160.96200","-1.48520","-0.00848"
"1,161.06200","-1.48520","-0.00833"
"1,161.16200","-1.48520","-0.00826"
"1,161.26200","-1.48520","-0.00845"
"1,161.36200","-1.48520","-0.00840"
"1,161.46200","-1.48520","-0.00843"
"1,161.56200","-1.48520","-0.00844"
"1,161.66200","-1.48520","-0.00844"
"1,161.76200","-1.48520","-0.00853"
"1,161.86200","-1.48520","-0.00846"
"1,161.96200","-1.48520","-0.00847"
"1,162.06200","-1.48520","-0.00844"
"1,162.16200","-1.48520","-0.00847"
"1,162.26200","-1.48520","-0.00844"
"1,162.36200","-1.48520","-0.00853"
"1,162.46200","-1.48520","-0.00845"
"1,162.56200","-1.48520","-0.00839"
"1,162.66200","-1.48520","-0.00833"
"1,162.76200","-1.48520","-0.00841"
"1,162.86200","-1.48520","-0.00850"
"1,162.96200","-1.48520","-0.00841"
"1,163.06200","-1.48520","-0.00829"
"1,163.16200","-1.48520","-0.00841"
"1,163.26200","-1.48520","-0.00847"
"1,163.36200","-1.48520","-0.00843"
"1,163.46200","-1.48520","-0.00836"
"1,163.56200","-1.48520","-0.00842"
"1,163.66200","-1.48520","-0.00847"
"1,163.76200","-1.48520","-0.00843"
"1,163.86200","-1.48520","-0.00836"
"1,163.96200","-1.48520","-0.00831"
"1,164.06200","-1.48520","-0.00834"
"1,164.16200","-1.48520","-0.00834"
"1,164.26200","-1.48520","-0.00839"
"1,164.36200","-1.48520","-0.00839"
"1,164.46200","-1.48520","-0.00840"
"1,164.56200","-1.48520","-0.00843"
"1,164.66200","-1.48520","-0.00845"
"1,164.76200","-1.48520","-0.00836"
"1,164.86200","-1.48520","-0.00835"
"1,164.96200","-1.48520","-0.00839"
"1,165.06200","-1.48520","-0.00841"
"1,165.16200","-1.48520","-0.00840"
"1,165.26200","-1.48520","-0.00838"
"1,165.36200","-1.48520","-0.00830"
"1,165.46200","-1.48520","-0.00840"
"1,165.56200","-1.48520","-0.00848"
"1,165.66200","-1.48520","-0.00844"
"1,165.76200","-1.48520","-0.00838"
"1,165.86200","-1.48520","-0.00832"
"1,165.96200","-1.48520","-0.00835"
"1,166.06200","-1.48520","-0.00845"
"1,166.16200","-1.48520","-0.00843"
"1,166.26200","-1.48520","-0.00844"
"1,166.36200","-1.48520","-0.00838"
"1,166.46200","-1.48520","-0.00838"
"1,166.56200","-1.48520","-0.00847"
"1,166.66200","-1.48520","-0.00834"
"1,166.76200","-1.48520","-0.00832"
"1,166.86200","-1.48520","-0.00836"
"1,166.96200","-1.48520","-0.00824"
"1,167.06200","-1.48520","-0.00840"
"1,167.16200","-1.48520","-0.00837"
"1,167.26200","-1.48520","-0.00838"
"1,167.36200","-1.48520","-0.00830"
"1,167.46200","-1.48520","-0.00841"
"1,167.56200","-1.48520","-0.00844"
"1,167.66200","-1.48520","-0.00843"
"1,167.76200","-1.48520","-0.00838"
"1,167.86200","-1.48520","-0.00830"
"1,167.96200","-1.48520","-0.00847"
"1,168.06200","-1.48520","-0.00841"
"1,168.16200","-1.48520","-0.00840"
"1,168.26200","-1.48520","-0.00837"
"1,168.36200","-1.48520","-0.00844"
"1,168.46200","-1.48520","-0.00829"
"1,168.56200","-1.48520","-0.00833"
"1,168.66200","-1.48520","-0.00829"
"1,168.76200","-1.48520","-0.00837"
"1,168.86200","-1.48520","-0.00841"
"1,168.96200","-1.48520","-0.00838"
"1,169.06200","-1.48520","-0.00832"
"1,169.16200","-1.48520","-0.00822"
"1,169.26200","-1.48520","-0.00829"
"1,169.36200","-1.48520","-0.00845"
"1,169.46200","-1.48520","-0.00845"
"1,169.56200","-1.48520","-0.00831"
"1,169.66200","-1.48520","-0.00832"
"1,169.76200","-1.48520","-0.00827"
"1,169.86200","-1.48520","-0.00823"
"1,169.96200","-1.48520","-0.00833"
"1,170.06200","-1.48520","-0.00829"
"1,170.16200","-1.48520","-0.00831"
"1,170.26200","-1.48520","-0.00836"
"1,170.36200","-1.48520","-0.00844"
"1,170.46200","-1.48520","-0.00834"
"1,170.56200","-1.48520","-0.00829"
"1,170.66200","-1.48520","-0.00831"
"1,170.76200","-1.48520","-0.00831"
"1,170.86200","-1.48520","-0.00842"
"1,170.96200","-1.48520","-0.00822"
"1,171.06200","-1.48520","-0.00836"
"1,171.16200","-1.48520","-0.00825"
"1,171.26200","-1.48520","-0.00830"
"1,171.36200","-1.48520","-0.00837"
"1,171.46200","-1.48520","-0.00838"
"1,171.56200","-1.48520","-0.00832"
"1,171.66200","-1.48520","-0.00823"
"1,171.76200","-1.48520","-0.00829"
"1,171.86200","-1.48520","-0.00834"
"1,171.96200","-1.48520","-0.00827"
"1,172.06200","-1.48520","-0.00833"
"1,172.16200","-1.48520","-0.00836"
"1,172.26200","-1.48520","-0.00831"
"1,172.36200","-1.48520","-0.00826"
"1,172.46200","-1.48520","-0.00827"
"1,172.56200","-1.48520","-0.00826"
"1,172.66200","-1.48520","-0.00841"
"1,172.76200","-1.48520","-0.00831"
"1,172.86200","-1.48520","-0.00834"
"1,172.96200","-1.48520","-0.00834"
"1,173.06200","-1.48520","-0.00840"
"1,173.16200","-1.48520","-0.00832"
"1,173.26200","-1.48520","-0.00840"
"1,173.36200","-1.48520","-0.00827"
"1,173.46200","-1.48520","-0.00831"
"1,173.56200","-1.48520","-0.00841"
"1,173.66200","-1.48520","-0.00841"
"1,173.76200","-1.48520","-0.00840"
"1,173.86200","-1.48520","-0.00832"
"1,173.96200","-1.48520","-0.00836"
"1,174.06200","-1.48520","-0.00839"
"1,174.16200","-1.48520","-0.00848"
"1,174.26200","-1.48520","-0.00829"
"1,174.36200","-1.48520","-0.00828"
"1,174.46200","-1.48520","-0.00826"
"1,174.56200","-1.48520","-0.00839"
"1,174.66200","-1.48520","-0.00836"
"1,174.76200","-1.48520","-0.00833"
"1,174.86200","-1.48520","-0.00827"
"1,174.96200","-1.48520","-0.00835"
"1,175.06200","-1.48520","-0.00832"
"1,175.16200","-1.48520","-0.00831"
"1,175.26200","-1.48520","-0.00830"
"1,175.36200","-1.48520","-0.00832"
"1,175.46200","-1.48520","-0.00828"
"1,175.56200","-1.48520","-0.00830"
"1,175.66200","-1.48520","-0.00843"
"1,175.76200","-1.48520","-0.00822"
"1,175.86200","-1.48520","-0.00829"
"1,175.96200","-1.48520","-0.00838"
"1,176.06200","-1.48520","-0.00833"
"1,176.16200","-1.48520","-0.00832"
"1,176.26200","-1.48520","-0.00818"
"1,176.36200","-1.48520","-0.00826"
"1,176.46200","-1.48520","-0.00829"
"1,176.56200","-1.48520","-0.00834"
"1,176.66200","-1.48520","-0.00831"
"1,176.76200","-1.48520","-0.00824"
"1,176.86200","-1.48520","-0.00837"
"1,176.96200","-1.48520","-0.00833"
"1,177.06200","-1.48520","-0.00835"
"1,177.16200","-1.48520","-0.00828"
"1,177.26200","-1.48520","-0.00837"
"1,177.36200","-1.48520","-0.00832"
"1,177.46200","-1.48520","-0.00841"
"1,177.56200","-1.48520","-0.00832"
"1,177.66200","-1.48520","-0.00833"
"1,177.76200","-1.48520","-0.00838"
"1,177.86200","-1.48520","-0.00830"
"1,177.96200","-1.48520","-0.00832"
"1,178.06200","-1.48520","-0.00835"
"1,178.16200","-1.48520","-0.00830"
"1,178.26200","-1.48520","-0.00836"
"1,178.36200","-1.48520","-0.00824"
"1,178.46200","-1.48520","-0.00838"
"1,178.56200","-1.48520","-0.00831"
"1,178.66200","-1.48520","-0.00836"
"1,178.76200","-1.48520","-0.00828"
"1,178.86200","-1.48520","-0.00835"
"1,178.96200","-1.48520","-0.00834"
"1,179.06200","-1.48520","-0.00825"
"1,179.16200","-1.48520","-0.00818"
"1,179.26200","-1.48520","-0.00830"
"1,179.36200","-1.48520","-0.00833"
"1,179.46200","-1.48520","-0.00827"
"1,179.56200","-1.48520","-0.00817"
"1,179.66200","-1.48520","-0.00823"
"1,179.76200","-1.48520","-0.00832"
"1,179.86200","-1.48520","-0.00831"
"1,179.96200","-1.48520","-0.00823"
"1,180.06200","-1.48520","-0.00824"
"1,180.16200","-1.48520","-0.00831"
"1,180.26200","-1.48520","-0.00834"
"1,180.36200","-1.48520","-0.00833"
"1,180.46200","-1.48520","-0.00832"
"1,180.56200","-1.48520","-0.00823"
"1,180.66200","-1.48520","-0.00832"
"1,180.76200","-1.48520","-0.00828"
"1,180.86200","-1.48520","-0.00838"
"1,180.96200","-1.48520","-0.00823"
"1,181.06200","-1.48520","-0.00826"
"1,181.16200","-1.48520","-0.00828"
"1,181.26200","-1.48520","-0.00841"
"1,181.36200","-1.48520","-0.00835"
"1,181.46200","-1.48520","-0.00823"
"1,181.56200","-1.48520","-0.00836"
"1,181.66200","-1.48520","-0.00828"
"1,181.76200","-1.48520","-0.00830"
"1,181.86200","-1.48520","-0.00821"
"1,181.96200","-1.48520","-0.00829"
"1,182.06200","-1.48520","-0.00831"
"1,182.16200","-1.48520","-0.00828"
"1,182.26200","-1.48520","-0.00826"
"1,182.36200","-1.48520","-0.00823"
"1,182.46200","-1.48520","-0.00818"
"1,182.56200","-1.48520","-0.00825"
"1,182.66200","-1.48520","-0.00833"
"1,182.76200","-1.48520","-0.00827"
"1,182.86200","-1.48520","-0.00821"
"1,182.96200","-1.48520","-0.00832"
"1,183.06200","-1.48520","-0.00822"
"1,183.16200","-1.48520","-0.00829"
"1,183.26200","-1.48520","-0.00822"
"1,183.36200","-1.48520","-0.00825"
"1,183.46200","-1.48520","-0.00815"
"1,183.56200","-1.48520","-0.00823"
"1,183.66200","-1.48520","-0.00814"
"1,183.76200","-1.48520","-0.00823"
"1,183.86200","-1.48520","-0.00826"
"1,183.96200","-1.48520","-0.00831"
"1,184.06200","-1.48520","-0.00832"
"1,184.16200","-1.48520","-0.00829"
"1,184.26200","-1.48520","-0.00828"
"1,184.36200","-1.48520","-0.00821"
"1,184.46200","-1.48520","-0.00832"
"1,184.56200","-1.48520","-0.00830"
"1,184.66200","-1.48520","-0.00837"
"1,184.76200","-1.48520","-0.00814"
"1,184.86200","-1.48520","-0.00827"
"1,184.96200","-1.48520","-0.00831"
"1,185.06200","-1.48520","-0.00822"
"1,185.16200","-1.48520","-0.00828"
"1,185.26200","-1.48520","-0.00829"
"1,185.36200","-1.48520","-0.00840"
"1,185.46200","-1.48520","-0.00834"
"1,185.56200","-1.48520","-0.00824"
"1,185.66200","-1.48520","-0.00818"
"1,185.76200","-1.48520","-0.00816"
"1,185.86200","-1.48520","-0.00818"
"1,185.96200","-1.48520","-0.00825"
"1,186.06200","-1.48520","-0.00817"
"1,186.16200","-1.48520","-0.00814"
"1,186.26200","-1.48520","-0.00822"
"1,186.36200","-1.48520","-0.00822"
"1,186.46200","-1.48520","-0.00827"
"1,186.56200","-1.48520","-0.00817"
"1,186.66200","-1.48520","-0.00821"
"1,186.76200","-1.48520","-0.00811"
"1,186.86200","-1.48520","-0.00817"
"1,186.96200","-1.48520","-0.00827"
"1,187.06200","-1.48520","-0.00819"
"1,187.16200","-1.48520","-0.00830"
"1,187.26200","-1.48520","-0.00827"
"1,187.36200","-1.48520","-0.00829"
"1,187.46200","-1.48520","-0.00824"
"1,187.56200","-1.48520","-0.00817"
"1,187.66200","-1.48520","-0.00820"
"1,187.76200","-1.48520","-0.00822"
"1,187.86200","-1.48520","-0.00829"
"1,187.96200","-1.48520","-0.00831"
"1,188.06200","-1.48520","-0.00827"
"1,188.16200","-1.48520","-0.00821"
"1,188.26200","-1.48520","-0.00830"
"1,188.36200","-1.48520","-0.00830"
"1,188.46200","-1.48520","-0.00821"
"1,188.56200","-1.48520","-0.00833"
"1,188.66200","-1.48520","-0.00821"
"1,188.76200","-1.48520","-0.00829"
"1,188.86200","-1.48520","-0.00826"
"1,188.96200","-1.48520","-0.00824"
"1,189.06200","-1.48520","-0.00818"
"1,189.16200","-1.48520","-0.00824"
"1,189.26200","-1.48520","-0.00822"
"1,189.36200","-1.48520","-0.00836"
"1,189.46200","-1.48520","-0.00822"
"1,189.56200","-1.48520","-0.00821"
"1,189.66200","-1.48520","-0.00823"
"1,189.76200","-1.48520","-0.00830"
"1,189.86200","-1.48520","-0.00829"
"1,189.96200","-1.48520","-0.00816"
"1,190.06200","-1.48520","-0.00825"
"1,190.16200","-1.48520","-0.00819"
"1,190.26200","-1.48520","-0.00820"
"1,190.36200","-1.48520","-0.00822"
"1,190.46200","-1.48520","-0.00820"
"1,190.56200","-1.48520","-0.00822"
"1,190.66200","-1.48520","-0.00830"
"1,190.76200","-1.48520","-0.00813"
"1,190.86200","-1.48520","-0.00819"
"1,190.96200","-1.48520","-0.00816"
"1,191.06200","-1.48520","-0.00832"
"1,191.16200","-1.48520","-0.00832"
"1,191.26200","-1.48520","-0.00818"
"1,191.36200","-1.48520","-0.00823"
"1,191.46200","-1.48520","-0.00817"
"1,191.56200","-1.48520","-0.00816"
"1,191.66200","-1.48520","-0.00824"
"1,191.76200","-1.48520","-0.00833"
"1,191.86200","-1.48520","-0.00817"
"1,191.96200","-1.48520","-0.00814"
"1,192.06200","-1.48520","-0.00819"
